time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
513,-68.92064422,-70.83298513,-71.45871587,-67.90712385,-70.230809,-72.2490739,-68.1851827,-71.10539937,-69.6385593,-72.75757623,-70.44604215,-71.78053577,-68.84624368,-69.1892532,-66.51456127,-72.98385801,-46.54271098,-40.15460431,-42.78213324,-46.68729,-38.65812129,-38.42511406,-38.494244,-42.58021893,-34.80381124,-41.95333146,-37.30081349,-39.49794185,-40.91297516,-43.82392476,-51.23942427,-45.98913689
514,-74.12863757,-67.46994532,-72.27332512,-69.90612398,-70.25897874,-71.87961752,-75.28118102,-74.02797853,-66.65061964,-70.90141109,-68.21404756,-69.86736041,-69.74343928,-72.11009416,-67.72167596,-71.12136504,-39.60306769,-36.75467588,-48.60280411,-45.65941288,-41.66636949,-44.98120555,-34.23563642,-43.31069427,-30.97101988,-38.25695145,-26.70012209,-31.98604923,-41.99929454,-51.45757402,-40.9455663,-41.89923742
515,-67.01340989,-67.33540129,-66.62669812,-64.19282702,-68.99096353,-69.76457653,-72.09140005,-68.55422958,-71.02069547,-72.23745074,-67.99646926,-71.19860153,-69.75067488,-69.0110154,-73.08589898,-67.98554597,-46.94707885,-35.11781773,-39.47161886,-33.78687118,-39.48789748,-36.13140094,-42.94797731,-41.2536944,-44.60092882,-45.78095567,-31.83976184,-45.14150553,-34.95648552,-38.78722021,-41.27032369,-39.75924331
516,-74.23757221,-67.62745298,-69.70108649,-71.93521632,-68.11314456,-70.54956252,-67.06212175,-68.70155839,-68.14350898,-64.63284794,-66.69041402,-72.5072546,-71.56309763,-74.81342456,-69.57801301,-70.6249442,-44.36071081,-34.89715814,-45.54659925,-41.75253485,-32.04840329,-42.36317522,-42.25052668,-35.84700757,-26.3595617,-33.52595313,-48.25612372,-45.15964136,-37.98943809,-32.27817416,-37.90628676,-41.25977599
517,-70.67257707,-67.54820989,-74.15558898,-73.96051265,-71.03964742,-72.51552917,-71.92429182,-75.13414645,-65.54185831,-72.98572555,-69.69512912,-72.0360306,-70.09060919,-64.34151303,-67.86882004,-69.61103117,-38.83355887,-40.45971787,-42.73219583,-45.06422574,-38.24591307,-38.34665792,-29.47906611,-40.85622947,-44.44083228,-36.35957725,-43.37172194,-48.29234397,-43.95554088,-41.0092663,-35.54648303,-35.12150912
518,-73.47994584,-66.82278258,-66.14659663,-72.21648823,-70.35075693,-67.15786495,-68.13440861,-67.27758173,-69.11557181,-69.58440408,-67.49362838,-68.56507116,-70.55626873,-76.42052927,-68.56398602,-72.0884388,-33.10816613,-34.86695873,-41.51493657,-28.56004372,-38.74392521,-39.11306561,-45.52991802,-43.43503249,-38.07267896,-37.57355913,-41.59136239,-40.26484812,-43.05214448,-46.68648137,-41.14821655,-36.59471453
519,-70.88032793,-68.82425007,-64.05956044,-69.61930776,-73.21830022,-63.72172341,-77.22790864,-65.52257337,-68.01887913,-73.22823136,-73.35953013,-66.37257457,-70.06948437,-63.83163174,-71.0112596,-74.98752216,-43.21515604,-42.77100827,-40.85646322,-46.07289555,-48.08687894,-35.09707454,-41.24372015,-40.98239074,-38.22017646,-39.56989708,-39.74889977,-32.26076359,-42.03812693,-35.94515809,-38.3021453,-41.16256928
520,-66.97164696,-65.85813466,-69.0924963,-66.8012978,-68.38085983,-74.4653001,-68.09540295,-72.10968422,-63.36906765,-67.76173083,-64.57367221,-73.52686844,-71.899392,-68.22403223,-70.49325173,-66.17547399,-38.52184887,-34.91831053,-45.33709963,-37.11022673,-40.52005711,-35.49509928,-27.57818256,-41.20266097,-37.53021465,-38.33046024,-37.17565452,-38.11615037,-38.23544501,-46.95636123,-40.79027372,-31.77679608
521,-64.88345012,-70.81843279,-63.53494521,-68.7802561,-69.67204664,-72.6633129,-68.8961838,-68.53093951,-73.44828018,-72.08995804,-73.69719695,-69.15630605,-75.39119448,-69.09573072,-74.16109607,-66.40122931,-29.76420845,-44.79280467,-28.13256016,-37.23125733,-40.06397221,-42.22366235,-46.00460237,-35.65350331,-41.37522318,-49.60388094,-45.05278469,-36.97021398,-42.30215654,-37.25707124,-41.33069006,-38.79733078
522,-69.01597495,-64.82729506,-69.72729756,-75.06545043,-74.21629432,-71.27633327,-75.41796102,-72.49517708,-71.55137682,-68.76294495,-62.07833836,-69.47894249,-68.34830479,-70.06244094,-67.05881559,-70.15226819,-31.45488572,-33.99347649,-46.41098789,-39.07566198,-37.20786399,-41.07327407,-41.07888278,-37.64902029,-41.22547538,-38.77936738,-38.92503901,-36.1126779,-41.18938772,-40.22151614,-46.21302002,-37.27579981
523,-68.49274395,-74.85424034,-66.00723083,-69.14290532,-68.56604107,-69.04196493,-73.22509829,-66.79503488,-77.45502347,-71.99467064,-68.81361225,-71.51909831,-73.35867047,-70.83321689,-74.10920125,-63.04060335,-44.26976932,-38.37403519,-48.52425943,-44.95342662,-38.08620522,-45.38409961,-43.55942277,-45.17270906,-46.21592845,-40.23741476,-39.87445893,-37.69402534,-51.57026166,-41.04816536,-36.73174902,-40.15734683
524,-72.87672201,-71.34077059,-66.57676575,-66.93487054,-72.57331912,-71.72108345,-70.74177217,-73.36224526,-71.56116911,-66.79557126,-69.40414718,-68.9112166,-68.79302389,-70.00577526,-74.00675816,-72.3935834,-42.73433789,-44.07840727,-36.90453931,-44.27662739,-50.38245025,-39.53658273,-34.20953512,-38.31903419,-37.54237154,-36.8335954,-38.44997666,-38.46612332,-43.00752472,-47.47239846,-34.48826807,-40.26245757
525,-69.65653539,-74.48191944,-68.90091845,-72.28328542,-73.38957072,-72.62456828,-71.82668489,-65.78837996,-73.06933911,-70.11166316,-68.14576205,-70.39621415,-68.70197749,-70.18617,-71.13948081,-66.85510099,-47.4157592,-43.44682775,-37.79604616,-38.43576641,-44.37110025,-33.23728897,-50.04454435,-43.90598704,-36.94918168,-43.68351435,-35.52933099,-37.66841393,-39.69993196,-45.98205474,-46.40708761,-37.00890003
526,-70.3997776,-69.40838377,-64.80014505,-73.45243008,-66.65572732,-72.01310183,-70.14708073,-72.7383853,-68.65717349,-71.95444019,-74.50993146,-65.63280081,-68.47157097,-69.57578017,-74.72413632,-71.56696161,-42.15138891,-37.7250266,-38.66636319,-31.09361385,-36.82915616,-40.43266479,-33.89129396,-41.48019927,-36.40452431,-39.16076281,-28.68901938,-41.71341857,-33.92051465,-41.75486834,-37.92090767,-27.75426719
527,-73.54691483,-66.68133121,-68.32284898,-64.96939321,-68.81060909,-72.56118768,-67.50348284,-66.88585813,-69.65003895,-74.09688783,-71.91081257,-69.93600107,-70.3243614,-65.59745475,-71.94367458,-73.47710651,-42.16745194,-45.05984779,-36.66492542,-36.88888855,-30.61402712,-45.12827389,-40.94503302,-34.87426089,-24.47271573,-48.29214482,-29.48344864,-45.03558098,-36.14743947,-42.09719968,-42.29561413,-32.86444249
528,-72.56928503,-66.20104787,-70.58004399,-69.51704964,-71.13946958,-73.76237298,-68.21450632,-71.61584741,-73.24792778,-65.96769096,-71.37076577,-71.86979861,-68.32924268,-67.42208697,-71.10959513,-76.62599816,-40.23821009,-41.50580925,-49.59791049,-35.8872147,-32.87481396,-34.30171273,-45.62424504,-37.27132059,-39.9599687,-44.20229814,-45.08569496,-45.70266864,-43.38295655,-47.60216234,-48.14276923,-40.52014871
529,-72.57071881,-71.44743883,-77.12411299,-73.04571168,-69.52276122,-77.83638881,-69.57785836,-69.22525468,-66.29401661,-68.94167668,-68.71714879,-70.21318575,-70.06713944,-68.68170202,-66.83338809,-70.31104225,-40.36282211,-37.84195587,-28.15712072,-36.76952188,-40.3282298,-43.85406171,-44.32277838,-44.84906279,-37.10349683,-44.16480778,-42.80158377,-31.09654429,-41.14248653,-38.34206084,-42.49996861,-45.70457976
530,-72.35626735,-72.87907185,-73.99507429,-69.4804099,-68.35633869,-67.90959268,-72.26219095,-70.40677939,-68.78736984,-69.51922624,-67.33139624,-65.23211114,-68.84188362,-72.67793634,-74.97492017,-65.69189655,-49.03687833,-41.43971607,-39.62605922,-41.25630225,-45.56962146,-26.37518394,-33.67678307,-49.77227345,-33.3247753,-36.94126531,-34.81838909,-33.34613989,-38.45542961,-42.49701846,-33.26666826,-45.45713776
531,-75.06220583,-69.23455361,-70.50241135,-71.69045804,-69.01715224,-74.61000621,-67.31318503,-75.66031917,-72.67186427,-71.14086844,-73.81401036,-71.02852177,-69.98587329,-66.40044589,-71.81757272,-67.91633409,-34.4826371,-33.74855017,-31.82936809,-40.67741559,-33.08653633,-35.0623922,-43.8827276,-37.10029499,-40.83138153,-42.38255622,-36.42717518,-41.07892158,-41.84580314,-39.67279196,-38.68892086,-44.51167941
532,-69.93141527,-67.27390069,-75.01056663,-71.85869886,-74.80970847,-66.33403915,-65.65081309,-73.33580923,-66.38399719,-70.02308588,-70.63109171,-65.28258736,-69.21268934,-66.32170536,-67.85316376,-68.24248995,-39.78797428,-42.24837786,-34.35507992,-41.47675773,-42.72436675,-39.54616584,-42.33851388,-32.41272588,-49.42844839,-43.92381573,-41.92544736,-40.68890047,-48.82792455,-45.90487941,-39.47994634,-37.27029446
533,-70.39657046,-68.35811324,-72.46174204,-69.45972367,-71.97716644,-71.90545951,-70.81584265,-68.47842864,-66.36226067,-72.86108701,-67.25738239,-67.23073442,-64.28975721,-69.3191777,-64.26444494,-67.79307571,-39.81888158,-42.25209514,-37.36071376,-45.31867311,-41.58405573,-42.26875847,-44.75834864,-36.75393317,-40.77923554,-36.17188842,-40.00126291,-39.64041181,-41.48494143,-39.01352364,-30.28188035,-38.7454436
534,-74.03579064,-70.37257826,-70.58101418,-66.02471338,-70.96758154,-68.44568927,-68.49374159,-69.85910641,-67.81039679,-72.1108772,-69.02171005,-72.13367707,-67.64484059,-67.34526264,-73.5606553,-71.25055511,-40.83625629,-35.88395241,-40.55722526,-38.48661515,-37.07661375,-35.83964741,-41.17112494,-32.31419602,-45.02178357,-47.94383527,-36.80593908,-36.95767869,-40.19550403,-39.26342455,-38.86129032,-40.70156441
535,-71.84192133,-69.68134037,-67.76954113,-70.01877218,-65.2890989,-71.91236701,-75.59577455,-69.04066182,-73.16624168,-74.5885883,-66.4794587,-68.66784424,-63.17987684,-70.8108371,-72.94977169,-72.31416851,-42.91592951,-37.91172667,-39.83879792,-27.74574552,-34.27230779,-39.77170673,-38.15975333,-42.61439518,-42.61189672,-45.7942432,-46.70783086,-35.3044097,-39.86308355,-39.61810977,-42.20996832,-43.47931345
536,-74.08296032,-68.815263,-72.97564963,-75.32288087,-67.04047809,-71.63352063,-64.10052948,-67.42053574,-68.89638004,-69.11029193,-72.8032646,-72.5416626,-71.95775641,-67.29476807,-73.2377405,-68.02182568,-44.86702578,-45.01821053,-32.85198452,-43.37084356,-40.71456336,-46.88832806,-43.54600153,-42.6651411,-31.37025602,-39.28394539,-40.07541831,-38.05608785,-40.9331191,-48.04547706,-42.9460477,-32.45284764
537,-69.07862671,-69.47609751,-69.85494348,-71.25777659,-68.89227576,-69.40884632,-66.12493024,-69.81645585,-67.99980977,-69.88364015,-67.44086438,-70.07391986,-68.99577058,-68.82785226,-73.92493582,-67.32776773,-47.30121552,-42.59759863,-39.23723009,-43.05227973,-37.38784955,-40.01084414,-42.7012488,-42.288078,-48.9137447,-46.07201844,-28.89548807,-39.55619087,-33.13936168,-35.47213621,-38.25531301,-25.90675779
538,-72.19985695,-70.87137296,-67.63544829,-69.71948651,-72.21320729,-66.71075024,-63.02364284,-66.19133506,-69.47825982,-66.65553974,-70.27447586,-66.7791688,-71.84081509,-72.13065716,-73.09534976,-66.54692669,-44.11966488,-41.8596672,-38.73068178,-37.48711007,-42.01417513,-47.50296742,-40.37472558,-40.7440333,-46.99252027,-42.31167188,-40.27141012,-37.96291706,-41.26506067,-36.60196219,-44.63225773,-41.82834847
539,-68.08170625,-69.19778588,-67.45769373,-69.73696876,-75.53675976,-72.38935192,-73.22132553,-72.92015419,-69.66187885,-70.31253565,-67.44354627,-70.00815496,-67.19338461,-67.65169072,-76.0256313,-67.71492728,-35.57693906,-27.58648864,-40.74278745,-40.59036852,-46.48408665,-45.06658232,-36.61268409,-35.79649869,-34.83183682,-43.38301825,-41.26961595,-48.17801693,-39.2357242,-48.04697069,-42.28011988,-41.10716505
540,-72.05014651,-71.110643,-71.92652121,-77.08182854,-75.69209605,-71.57782315,-74.56165584,-70.74763292,-63.02359107,-72.15575197,-68.14452621,-70.45087687,-67.45929684,-71.97021429,-68.43143763,-70.48956868,-41.2313407,-29.43502926,-33.69641107,-39.25724889,-45.74282661,-39.55864349,-36.4535907,-38.75084303,-31.50127224,-30.50539159,-40.86878446,-30.07298515,-43.7268652,-30.8592238,-34.57123858,-38.85528611
541,-69.557878,-75.94172508,-70.24496792,-72.64032951,-67.91773413,-71.8120773,-67.46444503,-69.8394784,-70.13208456,-73.39741222,-72.60000912,-70.3572467,-67.68295682,-69.19780235,-67.2795882,-68.61117799,-33.86783673,-38.04847592,-42.87266228,-41.87416391,-32.97780015,-47.7847075,-42.72436268,-39.84067437,-43.47869317,-38.85803545,-36.28387773,-37.94556448,-42.79159046,-40.41139862,-45.43354991,-38.2611415
542,-70.91781823,-68.04687504,-69.4356503,-65.83414812,-66.79954188,-69.17410737,-68.24338025,-70.83951527,-70.64632084,-73.2762086,-74.78416134,-71.9479438,-63.11934806,-69.20335909,-73.0084948,-66.34119895,-38.52435927,-45.42736345,-44.51451089,-37.70821882,-44.41343278,-40.77990222,-35.62507361,-36.43312379,-41.65478221,-40.0909566,-36.49653947,-34.56367734,-44.72658411,-42.96660372,-36.54905289,-42.44279588
543,-63.38714836,-71.99876179,-66.51531447,-70.24896327,-73.83600207,-68.64726038,-75.44207162,-73.63825073,-72.28630264,-72.88967441,-77.89847042,-67.58618204,-67.50435445,-72.20481334,-74.21025795,-66.86688655,-34.60326483,-40.47414144,-46.5050348,-44.31091757,-45.24152573,-33.91923572,-37.46931104,-43.3221461,-43.77723068,-44.4874913,-39.33858406,-36.68773528,-36.9695731,-41.46746907,-46.545948,-40.19508551
544,-72.0608531,-71.28581856,-66.90272635,-74.55403287,-71.2464971,-67.4942869,-72.75153109,-73.0050346,-69.43251792,-69.32136548,-67.90988912,-68.8256952,-74.72154154,-73.00522046,-73.81424353,-74.10324433,-38.70293956,-40.53914024,-45.23951347,-37.82719411,-41.81945807,-27.01889533,-36.72150207,-41.74553419,-41.41176359,-37.62306637,-43.19527643,-40.7208897,-44.6969164,-39.85770376,-37.36512589,-28.52100942
545,-72.8711647,-76.0945912,-70.83203434,-68.11508221,-70.85570722,-72.82688944,-75.07590854,-69.2305094,-70.77130433,-74.90401442,-67.74164481,-67.42729369,-75.2692705,-66.67707947,-65.86234586,-69.06165193,-33.2939769,-35.19347467,-40.60525719,-36.13116916,-43.43106935,-35.24005783,-35.95807231,-37.09301398,-48.00437499,-48.80866535,-29.94481389,-41.12055976,-39.49833004,-39.5851279,-39.33136301,-34.83862881
546,-70.16039788,-70.71855067,-70.64739277,-71.02507139,-74.78912215,-71.37044871,-72.64173705,-73.1249046,-71.16056938,-75.14488665,-71.53125699,-73.88754567,-70.57200292,-76.2316113,-70.12149385,-68.62421205,-45.68944586,-39.75674026,-44.08274055,-46.26333319,-39.11913566,-45.03085482,-31.49586423,-41.24104742,-43.0440003,-39.60397051,-23.47707954,-33.76358799,-33.9706985,-35.48407345,-43.79860633,-41.91186793
547,-70.47772761,-64.9543875,-70.37283201,-74.2813492,-71.80362545,-65.47210138,-67.66604605,-73.17572875,-71.699742,-74.73590156,-67.44015443,-70.66653978,-63.67230027,-68.08856437,-74.45375101,-71.5099825,-47.72622538,-40.27119596,-38.29806664,-38.37283923,-32.4075812,-39.79621725,-49.16958643,-43.20549808,-35.95085064,-43.52629707,-43.88876636,-37.0821522,-38.67018531,-37.6894376,-37.20815862,-41.58407935
548,-73.43685635,-69.67863332,-74.24596057,-68.17773227,-72.71731649,-71.99212391,-66.07730966,-69.49540721,-74.14248587,-74.19101724,-71.26512351,-71.83315154,-71.10648018,-71.72799985,-66.18178,-67.16715779,-36.98313602,-41.00013341,-33.03463156,-35.0278811,-45.58242117,-38.80877504,-37.81898168,-40.64404937,-42.19020484,-41.63673428,-37.29627233,-45.87280259,-44.21049898,-45.72981164,-35.89237628,-39.08238659
549,-73.31330671,-67.19173754,-69.75997603,-71.38534936,-71.75395893,-67.23636886,-68.37166536,-65.67704077,-67.04680279,-69.44360959,-72.79907114,-75.66899753,-69.91491994,-72.07247655,-73.34873521,-74.22343055,-46.56957705,-43.99232542,-35.42588644,-40.20558038,-41.7935347,-42.72299356,-38.63160736,-42.4444478,-44.28432716,-40.45827979,-39.59911864,-43.04226871,-51.32211443,-40.12288764,-42.14155733,-43.16344139
550,-73.25461242,-76.42706846,-70.86517041,-69.01562183,-71.33412092,-70.89541131,-71.10037192,-69.76917201,-67.63189102,-70.08324759,-69.93896082,-72.77498641,-67.45304573,-66.84685774,-72.46533555,-71.17622127,-36.0050973,-30.7865798,-39.64792633,-37.2256985,-32.05824976,-44.47312975,-43.56882912,-37.95140403,-35.57793215,-37.77858551,-46.69700886,-37.06320419,-38.42877113,-33.32404592,-45.46021858,-45.3520211
551,-75.94433227,-73.28982805,-72.70504245,-73.29946066,-67.19230801,-69.59427925,-69.04517634,-67.63107613,-72.17031651,-68.71621427,-65.19763968,-70.91798067,-65.78918882,-68.61494654,-71.2223063,-64.91471028,-42.39364492,-41.02461924,-40.06946307,-32.60864848,-36.04801915,-35.62160876,-35.36476514,-39.85210158,-37.79864495,-36.54412053,-39.05055599,-36.55434906,-43.24057861,-41.61679851,-38.49583445,-45.94526349
552,-70.70581806,-69.40964278,-70.21802575,-76.10963461,-69.25297726,-69.36887027,-66.31827606,-73.42988621,-68.07978854,-66.62225912,-66.27450512,-64.54559835,-71.68494687,-69.67062809,-67.21279364,-70.50522971,-37.77989171,-38.19572018,-33.37690909,-45.13599516,-46.39774447,-40.33392321,-35.67503251,-38.76136286,-38.89372842,-39.71201212,-30.60893335,-43.01519126,-42.74041008,-46.0541034,-50.51923453,-47.59910615
553,-76.41159736,-68.2836672,-70.15601155,-72.75823537,-75.04282295,-73.84695422,-70.56697974,-70.26319503,-71.15387713,-68.81460525,-67.64394902,-69.75282315,-69.80537186,-72.49590394,-74.59966558,-74.56641481,-36.45836526,-41.54443532,-39.14739095,-48.03216879,-45.8877154,-42.70813795,-34.84039282,-38.75046292,-40.22443892,-36.26195722,-29.22883557,-39.1348221,-37.26673123,-40.45159872,-41.75594092,-38.90501188
554,-70.3944993,-71.63499321,-66.38978957,-71.46542639,-75.97908113,-66.00563589,-66.45531414,-75.3696699,-71.2645249,-70.84792898,-70.20068832,-67.46966603,-74.02876874,-70.17487852,-65.56324386,-69.38893803,-42.51249558,-45.69571766,-50.06751377,-41.41447065,-39.00181779,-45.14650921,-43.76982463,-37.35707472,-41.77136127,-45.23593836,-44.43700068,-40.34948142,-46.72112474,-38.95864189,-38.63325851,-34.60922432
555,-71.22691083,-68.92281964,-72.62581372,-67.69593356,-72.34373675,-69.73767131,-70.44336613,-73.91956403,-70.13006646,-70.25626914,-70.45077398,-70.96410435,-72.05710275,-67.12718073,-68.54265213,-67.66766936,-47.06122505,-34.87434623,-33.12168509,-34.93420145,-40.25365495,-41.45061876,-33.43423763,-34.41161785,-40.97856817,-40.04966092,-46.18183543,-39.5504032,-40.14893761,-41.57666658,-35.78775897,-40.89526465
556,-73.92153175,-74.58075967,-74.39435798,-69.82267595,-67.87820058,-71.62292482,-72.68212635,-65.64620111,-74.07244743,-73.38801685,-73.71002143,-72.77668353,-69.10610647,-66.42178575,-69.60142838,-71.27511476,-38.72125379,-46.87068534,-43.00767527,-42.97057893,-47.5689665,-42.29593805,-41.96978856,-32.6435524,-42.94052686,-40.84528138,-44.65647403,-39.32640608,-31.15219548,-36.53635888,-42.64523576,-40.3066761
557,-66.95668501,-70.98463128,-68.85870463,-68.0590497,-64.3615427,-71.64952446,-73.64455523,-72.93150147,-67.89411464,-68.17159705,-68.2182984,-70.26643086,-70.39344359,-68.60671382,-71.30159154,-67.11580605,-44.22867905,-35.05368501,-36.36542276,-41.42164619,-37.69528445,-33.12256609,-39.51146495,-39.29831176,-43.6919817,-35.43815414,-45.44298946,-41.00464553,-38.27187071,-41.76731647,-38.98556641,-41.12820424
558,-73.47003851,-71.52998497,-66.44303945,-69.22767996,-63.8321476,-68.12582385,-69.68479197,-68.90306913,-75.44209043,-68.37176817,-71.36073457,-65.17006908,-68.08921751,-67.95134676,-71.59544731,-72.9256474,-40.25776158,-41.31837129,-34.37669547,-40.25521586,-37.37745001,-44.26933919,-44.38974139,-44.5800504,-46.79538759,-39.10954489,-41.58277287,-35.93999066,-40.1982886,-37.17805874,-42.6264592,-36.5060047
559,-70.13243755,-67.81193086,-70.57003671,-69.80025792,-73.01429435,-72.41218925,-73.32506671,-67.81540851,-67.33648917,-61.51454143,-72.16277335,-66.54762682,-72.6431345,-72.55872234,-76.35113677,-69.47694278,-46.99329985,-29.07532775,-37.15190361,-44.39691914,-31.5543216,-38.60447712,-40.11202428,-39.8305991,-41.41324919,-39.79710946,-36.92740303,-38.93972208,-42.03347828,-30.66453121,-42.21150553,-41.16421538
560,-71.91291943,-70.60182287,-73.16098531,-67.44457219,-71.15046584,-73.58971154,-73.2278725,-71.66828572,-71.06832399,-71.07057242,-68.70485229,-67.10724735,-68.86580959,-72.01542591,-73.81587634,-69.33505388,-34.16927722,-43.91111194,-39.83418205,-36.41565117,-41.1962692,-31.0601383,-44.67225011,-49.03645929,-46.1095612,-40.40651818,-35.90636058,-34.31610664,-33.91209552,-43.4966597,-46.35268553,-36.00121711
561,-72.7339772,-73.90499526,-65.78241387,-68.33812172,-67.94028531,-70.46190269,-75.33451641,-70.39887823,-73.6462561,-74.0132977,-71.99549683,-73.2499214,-68.00266822,-69.22515264,-68.66279415,-67.50662723,-32.56960297,-36.86620446,-39.19093906,-36.91424346,-42.88401268,-36.40274508,-41.7247573,-40.68118756,-38.73373385,-44.97766003,-40.23415616,-49.73972821,-37.41181646,-33.53643258,-37.00047128,-43.07203153
562,-71.99047889,-73.47591137,-67.7220052,-70.38589217,-69.67568812,-70.80224104,-66.660072,-69.69102903,-68.4467272,-68.03450735,-71.0117424,-68.43238555,-69.67183748,-71.48165444,-69.11872377,-68.15718192,-43.03364664,-47.30779868,-44.54918116,-32.38635326,-38.11562867,-35.48390162,-44.86861051,-48.95521249,-36.82327168,-41.66050646,-53.619969,-31.01083648,-32.50603084,-34.10405249,-40.05621094,-46.77463618
563,-67.86611553,-70.15426735,-69.59309835,-70.37639093,-67.62319287,-71.49312879,-68.67393596,-65.78187315,-68.51827332,-69.90137928,-69.31761209,-69.17291353,-73.51248968,-71.22526378,-67.54344968,-65.8576129,-38.9212036,-49.93274976,-38.61649572,-36.77702769,-31.76780944,-28.11618089,-37.40578303,-44.51867654,-34.49890438,-39.50585316,-39.72525088,-41.57312794,-36.00793616,-37.20357546,-36.74135958,-31.61501392
564,-67.96643944,-65.484412,-65.63849774,-65.03296793,-76.15902283,-71.19621906,-73.35614647,-71.50135527,-71.66967241,-66.32077115,-70.13843488,-66.57421824,-68.73143167,-70.99302848,-69.12543457,-71.40549964,-37.20604315,-45.36877103,-42.29053546,-41.50573076,-37.00628293,-41.80496346,-33.91667377,-43.02262843,-45.8628473,-42.43833215,-42.1601138,-40.34600444,-42.70576373,-33.33616189,-35.88605727,-36.87814287
565,-69.19980377,-69.88134869,-69.07899644,-62.81182122,-69.43748312,-75.92425471,-70.34435672,-69.1748573,-72.9598463,-76.64469475,-71.14034536,-72.12642852,-70.01289037,-67.81625141,-68.20675894,-66.19982997,-34.73010791,-33.26159388,-38.47722941,-43.98054315,-37.61315922,-41.03565305,-29.87749389,-42.68737325,-43.958457,-39.62033039,-38.34258976,-41.63887308,-38.32647413,-40.6352699,-38.3065391,-40.87976329
566,-67.34865454,-64.05771428,-73.39732158,-77.57025017,-65.53401082,-68.68458223,-73.7023765,-71.03654153,-70.0004317,-69.06123045,-70.98442286,-72.92905541,-69.72156692,-71.77060524,-72.16880192,-72.11676542,-32.90198957,-37.83592904,-34.06150234,-34.87742153,-36.74120145,-47.12287702,-31.3796436,-45.09222959,-39.158816,-45.91815383,-44.02766766,-44.48874842,-36.37470266,-37.70637122,-36.56036724,-34.01382688
567,-69.43280158,-72.35539019,-70.55058591,-68.65674231,-68.72664287,-64.83146779,-66.18347068,-66.28605942,-65.43221687,-74.74102334,-68.6713418,-72.14274075,-71.0784241,-72.11928797,-72.69377944,-74.28492654,-39.43512898,-39.40691959,-33.19984795,-45.77052983,-36.86916513,-35.7732261,-45.06189845,-42.94741119,-36.92059073,-39.72269464,-35.88818456,-38.69783167,-41.34760773,-40.88310011,-35.51414014,-42.63089261
568,-70.88080164,-65.74155692,-69.08697085,-72.82403554,-65.2550885,-78.08397892,-74.47338924,-67.02179659,-77.78053686,-67.50277341,-70.56584777,-67.15306173,-71.13114656,-68.8126052,-67.12231571,-69.57419431,-40.39877373,-38.60908189,-41.18864439,-44.53627177,-41.14831897,-36.87044992,-36.49936246,-45.57959066,-41.25554076,-44.90078324,-42.48881275,-42.11636034,-41.64430834,-41.45759621,-39.97701546,-41.92194185
569,-66.89225491,-71.34229236,-66.29138023,-71.96583807,-72.27478988,-65.73186595,-70.48724234,-68.23909594,-66.52869829,-68.64799615,-70.64936568,-66.93251754,-68.70797772,-73.160825,-69.90780087,-75.14952531,-44.32945408,-41.2618414,-29.623535,-33.92242543,-38.30301671,-33.44030587,-38.62683308,-36.81093547,-44.43835515,-38.43713119,-42.72185959,-34.69545338,-43.27378335,-41.94560358,-47.32262726,-36.83851762
570,-68.85621387,-64.66366563,-72.84350314,-70.05162183,-73.09165744,-65.8322944,-64.00099924,-70.16412592,-72.94012273,-69.78754584,-72.30392853,-71.28326777,-73.40750449,-74.42034399,-69.41315399,-66.16925978,-50.33039739,-46.69899685,-35.29729889,-36.8455478,-51.51347547,-46.2046503,-43.11296759,-34.9797808,-33.87783126,-40.95926536,-38.99553329,-36.00805942,-43.92566718,-32.17553985,-44.79560761,-40.05487879
571,-69.42249356,-68.24014627,-66.15212035,-72.13561325,-65.89901997,-72.5662968,-71.09704745,-69.62904788,-68.75971385,-63.90766813,-73.51184199,-66.38643241,-74.56389605,-72.91622479,-70.77847257,-70.75262083,-34.37950424,-31.32621026,-36.08625119,-36.12444808,-41.19804731,-39.076651,-49.36684142,-40.98148852,-34.97117414,-43.1812045,-41.87912223,-33.24621629,-43.9846745,-40.04329482,-51.61168558,-49.28389745
572,-66.60503547,-68.81446287,-71.13413116,-68.34318625,-70.36956305,-66.23927535,-68.15116906,-72.79120272,-68.59495918,-69.02368426,-63.21308974,-74.69464108,-72.77280882,-73.24930426,-71.14389645,-73.30702379,-38.28736183,-38.60784917,-36.26325093,-42.68655052,-36.22379914,-46.608543,-46.28150427,-37.24550911,-43.2831065,-41.67387357,-40.7860278,-35.89494904,-35.51857394,-31.30525387,-51.01120709,-37.58303201
573,-69.03478951,-74.58848154,-71.0613463,-70.4135481,-71.80983383,-70.57560523,-74.130723,-70.48594719,-67.33339781,-68.51677971,-68.29474347,-70.85108174,-77.5708403,-70.09321151,-71.11503692,-70.17084997,-38.40802626,-36.46500306,-33.66617527,-43.50499695,-39.15191042,-37.05688692,-37.52422744,-46.04977201,-31.49065118,-35.08567435,-39.58289107,-30.69828993,-35.06618374,-40.25886623,-26.36885327,-42.36862823
